WeekStartDate;Forecast_Or_Actual_Value;Forecast_Or_Actual_Value_Legend
09-Jan-2023;4303,2960000000003;2022-23-RSA Contracted Energy Demand
22-Aug-2022;4316,0529999999999;2022-23-RSA Contracted Energy Demand
21-Nov-2022;4317,3450000000003;2022-23-RSA Contracted Energy Demand
02-May-2022;4320,4089999999997;2022-23-RSA Contracted Energy Demand
29-Aug-2022;4320,527;2022-23-RSA Contracted Energy Demand
31-Oct-2022;4327,5829999999996;2022-23-RSA Contracted Energy Demand
05-Sep-2022;4328,7430000000004;2022-23-RSA Contracted Energy Demand
10-Oct-2022;4331,3159999999998;2022-23-RSA Contracted Energy Demand
18-Apr-2022;4338,6480000000001;2022-23-RSA Contracted Energy Demand
08-Aug-2022;4341,5129999999999;2022-23-RSA Contracted Energy Demand
03-Oct-2022;4359,6260000000002;2022-23-RSA Contracted Energy Demand
26-Sep-2022;4376,7619999999997;2022-23-RSA Contracted Energy Demand
04-Apr-2022;4378,7560000000003;2022-23-RSA Contracted Energy Demand
27-Feb-2023;4380,5209999999997;2022-23-RSA Contracted Energy Demand
14-Nov-2022;4384,0249999999996;2022-23-RSA Contracted Energy Demand
05-Dec-2022;4389,9589999999998;2022-23-RSA Contracted Energy Demand
19-Sep-2022;4398,5420000000004;2022-23-RSA Contracted Energy Demand
07-Nov-2022;4402,1480000000001;2022-23-RSA Contracted Energy Demand
12-Sep-2022;4403,6620000000003;2022-23-RSA Contracted Energy Demand
16-Jan-2023;4408,8249999999998;2022-23-RSA Contracted Energy Demand
09-May-2022;4408,8500000000004;2022-23-RSA Contracted Energy Demand
30-Jan-2023;4411,777;2022-23-RSA Contracted Energy Demand
23-May-2022;4412,0320000000002;2022-23-RSA Contracted Energy Demand
06-Feb-2023;4416,8149999999996;2022-23-RSA Contracted Energy Demand
13-Feb-2023;4425,3549999999996;2022-23-RSA Contracted Energy Demand
23-Jan-2023;4429,2299999999996;2022-23-RSA Contracted Energy Demand
20-Feb-2023;4451,2139999999999;2022-23-RSA Contracted Energy Demand
06-Jun-2022;4458,6959999999999;2022-23-RSA Contracted Energy Demand
25-Jul-2022;4478,1610000000001;2022-23-RSA Contracted Energy Demand
15-Aug-2022;4486,7389999999996;2022-23-RSA Contracted Energy Demand
30-May-2022;4507,5159999999996;2022-23-RSA Contracted Energy Demand
16-May-2022;4512,0299999999997;2022-23-RSA Contracted Energy Demand
01-Aug-2022;4521,9560000000001;2022-23-RSA Contracted Energy Demand
18-Jul-2022;4523,8379999999997;2022-23-RSA Contracted Energy Demand
13-Jun-2022;4533,8760000000002;2022-23-RSA Contracted Energy Demand
11-Jul-2022;4534,1890000000003;2022-23-RSA Contracted Energy Demand
04-Jul-2022;4589,9340000000002;2022-23-RSA Contracted Energy Demand
27-Jun-2022;4633,741;2022-23-RSA Contracted Energy Demand
20-Jun-2022;4672,1549999999997;2022-23-RSA Contracted Energy Demand
